score,id_hex,id_dec,floor,kind,n_levels,levels,n_cohorts,cohort_ids,n_clusters,cluster_ids,visual_role,visual_name_guess,attack_hint,reasons
8.0,0xba094800,3121170432,12,sprite,4,CAVE;EGGS;GLID;WEED,0,,0,,,,dictionary,floor 12 (medium)
8.0,0xf936c015,4181114901,12,sprite,10,BOIL;CAVE;EVIL;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,floor 12 (medium)
8.0,0x001822d8,1581784,13,audio,11,BRG1;CAVE;CRYS;CSTL;EGGS;EVIL;FOOD;MEGA;PHRO;SCIE;TMPL,0,,4,K0092;K0097;K0102;K0108,,,dictionary,floor 13 (medium)
8.0,0x02847462,42234978,13,audio,16,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL;WEED,1,C0008,0,,,,dictionary,floor 13 (medium)
8.0,0x0428801e,69763102,13,sprite,4,EVIL;FOOD;MOSS;SOAR,0,,1,K0114,,,dictionary,floor 13 (medium)
8.0,0x093080c8,154173640,13,sprite,5,BRG1;CAVE;CRYS;SNOW;SOAR,1,C0034,0,,,,dictionary,floor 13 (medium)
8.0,0x1e1000b3,504365235,13,sprite,19,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0220;C0226;C0229,0,,,,dictionary,floor 13 (medium)
8.0,0x50008340,1342210880,13,audio,19,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,floor 13 (medium)
8.0,0x5a204c30,1512066096,13,sprite,7,BOIL;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW,0,,0,,,,dictionary,floor 13 (medium)
8.0,0x7c108242,2081456706,13,audio,4,EVIL;FOOD;MOSS;SOAR,0,,1,K0140,,,dictionary,floor 13 (medium)
8.0,0x8b7ce0b2,2340217010,13,sprite,4,GLID;SCIE;SOAR;TMPL,0,,0,,,,dictionary,floor 13 (medium)
8.0,0x91106183,2433769859,13,sprite,16,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SNOW;TMPL;WEED,0,,0,,,,dictionary,floor 13 (medium)
8.0,0x93043811,2466527249,13,sprite,9,BOIL;CAVE;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,1,C0299,2,K0086;K0263,,,dictionary,floor 13 (medium)
8.0,0x98f8221e,2566398494,13,sprite,16,BOIL;CAVE;CRYS;CSTL;EGGS;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;TMPL;WEED,3,C0295;C0302;C0305,2,K0089;K0262,,,dictionary,floor 13 (medium)
8.0,0x9940bb40,2571156288,13,audio,12,BOIL;CRYS;FOOD;HEAD;MEGA;PHRO;SCIE;SEVN;SNOW;TMPL;WEED;WIZZ,0,,0,,,,dictionary,floor 13 (medium)
8.0,0xc0608a40,3227552320,13,audio,19,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,floor 13 (medium)
8.0,0xc87ca082,3363610754,13,sprite,4,GLID;SCIE;SOAR;TMPL,1,C0010,0,,,,dictionary,floor 13 (medium)
8.0,0xd0a5f094,3500535956,13,sprite,4,GLID;SCIE;SOAR;TMPL,0,,0,,,,dictionary,floor 13 (medium)
8.0,0xe0880448,3767010376,13,audio,14,BOIL;BRG1;CAVE;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SNOW;TMPL,1,C0166,0,,,,dictionary,floor 13 (medium)
8.0,0xfa20cd14,4196453652,13,sprite,10,BOIL;CSTL;FOOD;HEAD;MEGA;MOSS;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,floor 13 (medium)
8.0,0x003c0171,3932529,14,type500,0,,0,,0,,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x012484d2,19170514,14,audio,2,BRG1;SOAR,0,,3,K0104;K0183;K0188,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x024e981c,38705180,14,sprite,3,BOIL;CLOU;MOSS,0,,2,K0105;K0113,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0x1546b710,356955920,14,audio,2,PHRO;SCIE,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x222d9098,573411480,14,sprite,2,EVIL;SCIE,1,C0071,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x302010c4,807407812,14,audio,3,BRG1;PHRO;TMPL,0,,1,K0124,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0x31190002,823721986,14,type700,0,,0,,0,,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x400c9a1d,1074567709,14,sprite,2,PHRO;SCIE,1,C0068,2,K0031;K0049,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x410800f9,1091043577,14,sprite,2,FOOD;TMPL,1,C0141,2,K0055;K0128,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x44d6c8cd,1154926797,14,audio,2,BRG1;SOAR,0,,3,K0107;K0184;K0189,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x502840c3,1344815299,14,audio,2,HEAD;MEGA,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x60b8bc9c,1622719644,14,sprite,3,BRG1;PHRO;TMPL,1,C0047,0,,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0x61200640,1629488704,14,audio,2,FOOD;SNOW,1,C0050,1,K0132,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x815900d0,2170093776,14,sprite,2,EVIL;SCIE,1,C0153,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x8b603980,2338339200,14,sprite,3,EVIL;GLEN;SCIE,3,C0072;C0099;C0100,0,,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0xc8830661,3364030049,14,audio,2,BRG1;SOAR,1,C0082,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0xd167c005,3513237509,14,sprite,2,PHRO;SCIE,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x006e0046,7209030,15,type500,0,,0,,1,K0119,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x00ae0046,11403334,15,type500,0,,0,,1,K0119,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x0478a37a,75015034,15,audio,3,BOIL;CSTL;TMPL,0,,3,K0109;K0182;K0197,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0x082c0536,137102646,15,sprite,2,EVIL;SCIE,1,C0072,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x21229c5c,555916380,15,sprite,2,FOOD;SNOW,1,C0055,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x21a81d54,564665684,15,sprite,2,FOOD;SNOW,2,C0052;C0054,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x2222b64a,572700234,15,audio,2,CSTL;MOSS,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x40098a60,1074367072,15,sprite,2,FOOD;TMPL,1,C0143,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x410808f9,1091045625,15,sprite,2,FOOD;TMPL,1,C0140,1,K0055,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x4e05b540,1308996928,15,anim,0,,0,,1,K0195,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x5870c6e8,1483785960,15,audio,2,BRG1;SOAR,0,,4,K0095;K0106;K0186;K0191,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x60b98cbd,1622772925,15,sprite,3,BRG1;PHRO;TMPL,1,C0045,1,K0134,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0x611c5804,1629247492,15,sprite,2,PHRO;SCIE,1,C0069,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x8508000a,2231894026,15,sprite,3,EVIL;FINN;RUNN,0,,0,,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0xc2820c70,3263302768,15,audio,3,EGGS;GLID;WEED,0,,0,,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0xd0cc5442,3503051842,15,audio,2,HEAD;SOAR,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0xe4834384,3833807748,15,sprite,3,BRG1;PHRO;SOAR,0,,0,,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0x000f0106,983302,16,type500,0,,0,,0,,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x20211e5f,539041375,16,sprite,2,FOOD;SNOW,1,C0057,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x410818f9,1091049721,16,sprite,2,FOOD;TMPL,1,C0139,2,K0055;K0128,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0x5024100c,1344540684,16,type700,0,,0,,0,,,,dictionary,only 0 levels (vocab somewhat constrained)
8.0,0x74182b40,1947740992,16,audio,2,FOOD;TMPL,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0xa0299a4d,2687081037,16,sprite,2,FOOD;SNOW,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0xb12c0854,2972452948,16,sprite,3,EGGS;GLID;WEED,0,,0,,,,dictionary,only 3 levels (vocab somewhat constrained)
8.0,0xb6c35cc0,3066256576,16,audio,2,PHRO;RUNN,0,,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
8.0,0xd305d045,3540373573,16,sprite,2,PHRO;SCIE,1,C0185,0,,,,dictionary,only 2 levels (vocab somewhat constrained)
6.0,0x00248e52,2395730,14,audio,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0162;C0192;C0290,0,,,,dictionary,common asset (likely generic name)
6.0,0x092b8480,153846912,14,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0162;C0189;C0192,0,,,,dictionary,common asset (likely generic name)
6.0,0x1df99931,502896945,14,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,2,K0053;K0121,,,dictionary,common asset (likely generic name)
6.0,0x1ef99931,519674161,14,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,1,C0201,2,K0053;K0121,,,dictionary,common asset (likely generic name)
6.0,0x246166fa,610363130,14,audio,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,1,C0290,0,,,,dictionary,common asset (likely generic name)
6.0,0x3d348056,1026850902,14,sprite,24,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,5,C0163;C0168;C0235;C0246;C0251,0,,,,dictionary,common asset (likely generic name)
6.0,0x40e9a362,1089053538,14,audio,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,common asset (likely generic name)
6.0,0x49289c14,1227398164,14,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,1,C0164,0,,,,dictionary,common asset (likely generic name)
6.0,0x8d01c734,2365703988,14,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,common asset (likely generic name)
6.0,0xa9240484,2837709956,14,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0004;C0015;C0019,0,,,,dictionary,common asset (likely generic name)
6.0,0x1a2ab594,439006612,15,sprite,22,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,1,C0080,0,,,,dictionary,common asset (likely generic name)
6.0,0x1b301085,456134789,15,sprite,23,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,4,C0206;C0234;C0242;C0245,0,,,,dictionary,common asset (likely generic name)
6.0,0x393c80c2,960266434,15,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,2,C0204;C0212,0,,,,dictionary,common asset (likely generic name)
6.0,0x646c2cc0,1684810944,15,audio,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,2,C0005;C0285,0,,,,dictionary,common asset (likely generic name)
6.0,0x6a351094,1781862548,15,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0003;C0021;C0039,1,K0137,,,dictionary,common asset (likely generic name)
6.0,0x6c351094,1815416980,15,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,1,K0137,,,dictionary,common asset (likely generic name)
6.0,0x80e85ea0,2162712224,15,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,2,C0004;C0029,0,,,,dictionary,common asset (likely generic name)
6.0,0x8c510186,2354119046,15,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,2,C0002;C0019,0,,,,dictionary,common asset (likely generic name)
6.0,0x902c0002,2418802690,15,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,2,C0004;C0031,0,,,,dictionary,common asset (likely generic name)
6.0,0x9158a0f6,2438504694,15,sprite,26,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,2,C0004;C0017,0,,,,dictionary,common asset (likely generic name)
6.0,0x9d4dc260,2639118944,15,audio,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,common asset (likely generic name)
6.0,0xb468d0c6,3026768070,15,sprite,23,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0168;C0235;C0246,2,K0037;K0176,,,dictionary,common asset (likely generic name)
6.0,0xbe68d0c6,3194540230,15,sprite,23,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,3,C0168;C0235;C0246,2,K0037;K0176,,,dictionary,common asset (likely generic name)
6.0,0xc8099196,3356070294,15,sprite,21,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,common asset (likely generic name)
3.0,0x425a399c,1113209244,17,sprite,3,BOIL;CLOU;MOSS,0,,0,,,,dictionary,high floor 17 (long name) | only 3 levels (vocab somewhat constrained)
3.0,0x458b0320,1166738208,17,sprite,2,BRG1;SOAR,1,C0083,0,,,,dictionary,high floor 17 (long name) | only 2 levels (vocab somewhat constrained)
3.0,0x53209c1c,1394646044,17,sprite,2,FOOD;SNOW,1,C0056,0,,,,dictionary,high floor 17 (long name) | only 2 levels (vocab somewhat constrained)
3.0,0x60a91d9c,1621695900,17,anim,0,,0,,2,K0056;K0299,,,dictionary,high floor 17 (long name) | only 0 levels (vocab somewhat constrained)
3.0,0x60aa1e9c,1621761692,17,anim,0,,0,,2,K0057;K0299,,,dictionary,high floor 17 (long name) | only 0 levels (vocab somewhat constrained)
3.0,0xd914004f,3641966671,17,audio,3,BRG1;PHRO;SOAR,0,,0,,,,dictionary,high floor 17 (long name) | only 3 levels (vocab somewhat constrained)
3.0,0x006b9a6f,7051887,18,sprite,2,FOOD;SNOW,2,C0051;C0053,0,,,,dictionary,high floor 18 (long name) | only 2 levels (vocab somewhat constrained)
3.0,0x421586c2,1108707010,18,audio,2,EGGS;GLEN,2,C0215;C0247,0,,,,dictionary,high floor 18 (long name) | only 2 levels (vocab somewhat constrained)
3.0,0xe6182b56,3860343638,18,audio,2,FOOD;SNOW,0,,0,,,,dictionary,high floor 18 (long name) | only 2 levels (vocab somewhat constrained)
3.0,0x003701ac,3604908,19,type500,0,,0,,0,,,,dictionary,high floor 19 (long name) | only 0 levels (vocab somewhat constrained)
3.0,0x83248e62,2200211042,19,audio,3,BOIL;CSTL;TMPL,0,,3,K0110;K0183;K0196,,,dictionary,high floor 19 (long name) | only 3 levels (vocab somewhat constrained)
3.0,0x8429153c,2217284924,19,sprite,2,EVIL;SCIE,1,C0071,0,,,,dictionary,high floor 19 (long name) | only 2 levels (vocab somewhat constrained)
3.0,0xc305034b,3271885643,19,audio,3,BRG1;PHRO;SOAR,0,,0,,,,dictionary,high floor 19 (long name) | only 3 levels (vocab somewhat constrained)
3.0,0x64bb1cbe,1689984190,21,sprite,3,BRG1;PHRO;TMPL,1,C0046,0,,,,dictionary,high floor 21 (long name) | only 3 levels (vocab somewhat constrained)
2.0,0x001882e0,1606368,14,audio,11,BOIL;CAVE;EGGS;EVIL;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,
2.0,0x02804e67,41963111,14,sprite,13,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;GLID;MOSS;SEVN;SOAR;WEED;WIZZ,0,,0,,,,dictionary,
2.0,0x02c00e64,46141028,14,sprite,13,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;GLID;MOSS;SEVN;SOAR;WEED;WIZZ,1,C0170,0,,,,dictionary,
2.0,0x40023e30,1073888816,14,audio,16,BOIL;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;SCIE;SEVN;SNOW;SOAR;TMPL;WEED,3,C0035;C0287;C0289,0,,,,dictionary,
2.0,0x400c989d,1074567325,14,sprite,8,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,0,,2,K0031;K0049,,,dictionary,
2.0,0x400c991d,1074567453,14,sprite,8,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,0,,2,K0031;K0277,,,dictionary,
2.0,0x40189a1d,1075354141,14,sprite,8,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,0,,2,K0049;K0277,,,dictionary,
2.0,0x412e8311,1093567249,14,audio,13,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;GLID;MOSS;SEVN;SOAR;WEED;WIZZ,0,,0,,,,dictionary,
2.0,0x462c6040,1177313344,14,sprite,10,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,1,C0155,4,K0016;K0152;K0168;K0236,,,dictionary,
2.0,0x46346040,1177837632,14,sprite,10,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,1,C0155,3,K0016;K0169;K0237,,,dictionary,
2.0,0x46386040,1178099776,14,sprite,10,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,1,C0155,3,K0016;K0168;K0238,,,dictionary,
2.0,0x4cddccd8,1289604312,14,audio,11,BRG1;CAVE;CRYS;CSTL;EGGS;EVIL;FOOD;MEGA;PHRO;SCIE;TMPL,0,,3,K0100;K0107;K0112,,,dictionary,
2.0,0x52a08394,1386251156,14,sprite,7,BOIL;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW,0,,0,,,,dictionary,
2.0,0x5838cc16,1480117270,14,sprite,10,BOIL;BRG1;CLOU;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,
2.0,0x5a89815f,1518960991,14,sprite,13,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL,1,C0042,2,K0036;K0173,,,dictionary,
2.0,0x5ad9815f,1524203871,14,sprite,13,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL,1,C0042,2,K0036;K0173,,,dictionary,
2.0,0x5d2ce434,1563223092,14,sprite,10,BOIL;BRG1;CLOU;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,
2.0,0x6c22083a,1814169658,14,sprite,13,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;GLID;MOSS;SEVN;SOAR;WEED;WIZZ,1,C0221,0,,,,dictionary,
2.0,0x80282799,2150115225,14,sprite,18,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED,1,C0077,0,,,,dictionary,
2.0,0x88329285,2285015685,14,sprite,6,BRG1;GLID;SCIE;SNOW;TMPL;WEED,1,C0073,0,,,,dictionary,
2.0,0x88783718,2289579800,14,sprite,10,CAVE;CRYS;EGGS;FOOD;GLID;HEAD;MEGA;SCIE;TMPL;WEED,3,C0296;C0303;C0306,2,K0262;K0268,,,dictionary,
2.0,0x987101b9,2557542841,14,sprite,4,GLID;SCIE;SOAR;TMPL,0,,0,,,,dictionary,
2.0,0xa89d0ad0,2828864208,14,sprite,5,BRG1;CAVE;CRYS;SNOW;SOAR,1,C0144,0,,,,dictionary,
2.0,0xc2906565,3264243045,14,audio,17,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;FOOD;GLID;MOSS;PHRO;RUNN;SCIE;SNOW;SOAR;TMPL;WEED,1,C0030,0,,,,dictionary,
2.0,0xd144ab00,3510938368,14,audio,7,BOIL;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW,0,,0,,,,dictionary,
2.0,0xd2801814,3531610132,14,sprite,4,CAVE;CRYS;EGGS;MOSS,1,C0300,2,K0263;K0267,,,dictionary,
2.0,0xfa100225,4195353125,14,sprite,13,BOIL;CAVE;CRYS;CSTL;EGGS;FOOD;GLID;MOSS;SCIE;SEVN;SOAR;TMPL;WEED,1,C0036,0,,,,dictionary,
2.0,0x02a10c60,44108896,15,sprite,13,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;GLID;MOSS;SEVN;SOAR;WEED;WIZZ,1,C0170,0,,,,dictionary,
2.0,0x1063bb49,274971465,15,audio,10,BOIL;BRG1;CLOU;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,
2.0,0x1b610064,459341924,15,audio,19,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,0,,0,,,,dictionary,
2.0,0x222cb0e2,573354210,15,audio,14,BOIL;CAVE;CLOU;CRYS;CSTL;EGGS;FOOD;GLID;MOSS;PHRO;SEVN;SNOW;TMPL;WEED,1,C0156,0,,,,dictionary,
2.0,0x2b2ca36b,724345707,15,audio,16,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SNOW;TMPL;WEED,0,,0,,,,dictionary,
2.0,0x3128adf0,824749552,15,audio,10,BOIL;BRG1;CLOU;FOOD;HEAD;MEGA;PHRO;SCIE;SNOW;TMPL,0,,0,,,,dictionary,
2.0,0x51910816,1368459286,15,audio,4,GLID;SCIE;SOAR;TMPL,0,,0,,,,dictionary,
2.0,0x5a2082f2,1512080114,15,sprite,13,BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;GLID;MOSS;SEVN;SOAR;WEED;WIZZ,1,C0195,0,,,,dictionary,
2.0,0x90b102a1,2427519649,15,sprite,4,GLID;SCIE;SOAR;TMPL,0,,0,,,,dictionary,
2.0,0xbb781481,3145208961,15,sprite,16,BOIL;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;SCIE;SEVN;SNOW;SOAR;TMPL;WEED,0,,0,,,,dictionary,
2.0,0xc0034658,3221440088,15,audio,15,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;MOSS;SEVN;SNOW;SOAR;TMPL,1,C0020,0,,,,dictionary,
